embedding_X,embedding_y
18.72372,8.368678
-6.372059,13.182597
14.717124,2.073614
-2.6742918,-7.9521613
7.115351,2.7807665
1.632164,-9.038689
5.5772357,6.5539412
7.3994026,7.054828
12.065404,-9.871451
10.849232,5.225755
4.9329185,1.0951414
7.985063,-15.477153
10.275507,-2.7922382
8.395597,2.3016412
-6.905597,-7.227968
6.9784875,18.457973
7.6839814,1.6793972
5.035982,1.7578025
-2.8781893,-7.906593
22.916359,-2.9908526
7.5723543,8.678586
-3.2714858,-8.045756
-8.053901,0.7251569
22.896236,-2.9783273
11.744771,18.800566
6.2576084,4.9792438
15.088632,1.9939893
6.6262074,-10.042033
5.975362,6.53276
7.1550174,8.712582
6.104921,5.771266
12.831222,12.087491
4.5647125,16.75535
12.783186,12.454308
18.086987,8.281994
6.797666,7.8769126
7.064494,2.7768943
22.897095,-2.9776676
17.423285,9.559564
17.17376,9.898286
6.569539,-9.252198
11.826669,12.103919
7.6786656,-6.9904337
4.6629944,8.148298
4.2075686,8.902497
11.580554,-19.416473
11.836889,12.115444
-2.8031662,-7.885723
8.748449,-16.482182
14.459327,3.7338018
-2.7975433,-7.3350205
11.597011,-19.412142
5.0821934,1.6156415
7.1309547,2.858566
-1.0802641,2.4811115
5.2106986,1.2231373
7.987495,1.8369704
11.833948,12.128899
4.2983775,8.4152155
14.838993,3.4126575
14.878497,3.283669
-3.0141907,8.49373
-7.6861067,14.182658
1.2989215,-10.373374
7.5211186,1.4431187
15.375891,-8.075261
15.38239,7.8825307
3.304413,0.99914175
-2.112062,-6.9380345
-2.8579721,-7.931828
-2.8384423,-7.4229703
17.978401,9.575516
6.6495676,3.7542439
14.47422,3.619912
-7.004613,-7.31947
11.583938,-19.42073
7.010404,18.43653
5.84254,-8.904555
3.9543216,23.94205
8.381913,2.1992543
5.948467,6.3901644
-10.314528,4.0209517
6.371886,6.770427
11.585977,4.29245
7.56072,1.4553018
8.298317,2.0822287
3.2463653,1.0221384
-7.7032924,2.4467053
1.6363069,-9.023077
13.518135,-1.6876012
6.2107606,5.062232
7.0581236,18.841442
6.101784,5.759636
4.399318,2.730463
7.727707,2.6866531
14.191027,-8.2232275
-9.517415,3.7428026
18.51258,8.2670355
5.412233,6.635558
-9.630463,3.8051877
7.5915036,1.4927274
7.241811,6.810119
3.3823237,16.74686
22.915434,-2.9919105
5.9479413,6.3269043
-9.569258,3.773243
11.959989,-19.959652
6.61214,-10.023278
22.920004,-2.9905894
11.586553,-19.430534
18.60875,9.131066
22.896938,-2.977667
12.0101,-9.940074
7.4433947,8.733486
12.357015,-10.615088
7.014585,2.788842
6.6254783,-10.042611
8.047702,1.7361094
2.816829,16.787603
12.037152,-9.934367
3.135851,1.2413174
6.744599,4.4974375
3.4546506,17.152338
-6.7380958,13.3969345
10.585855,-6.405722
7.989271,-15.474173
9.245598,8.323881
6.479941,4.495652
4.066719,-2.3121781
-9.564898,3.7657568
18.214792,8.413793
6.0540595,6.457067
16.431143,-0.14658847
9.447637,-6.895652
18.56635,11.359463
9.60858,13.421261
8.104407,13.774548
1.0251087,8.027388
-11.946548,-3.7892466
16.431168,-0.14581731
7.3922434,7.032399
-11.946537,-3.7892413
24.054352,-2.4385352
6.5370154,-9.2481165
6.6240506,-10.039354
5.526181,6.6841664
15.190376,2.7521627
-8.0641985,0.7359309
15.03439,2.1383183
11.815588,12.138484
12.249635,4.3305497
12.4755335,4.3147206
3.7698805,16.856771
5.4563913,6.6940784
5.465084,6.7105403
7.8243647,1.5201615
1.6427382,-9.0170765
12.077744,3.9835918
16.981047,-3.3624046
4.343313,2.1966362
16.933407,-3.3153527
3.8593416,16.746538
1.0130938,8.00852
7.126164,2.780098
12.821746,12.080666
-10.375613,4.041079
17.164831,9.896257
7.248256,6.6887527
12.301756,-19.294868
8.99237,-16.614473
5.4500284,6.6930914
4.2705965,8.357174
6.9092503,2.6654007
-2.884276,-5.0148153
1.7694545,8.145279
-2.105421,-6.936948
5.494646,1.8482479
13.352146,3.9298282
6.005809,6.5856576
8.845934,9.305356
7.0112467,8.73346
18.805721,8.262033
6.7146635,4.477067
5.443055,6.6283484
6.755606,6.9518313
15.249069,2.637305
6.711415,3.6824536
7.175858,8.72428
7.901937,1.5621353
6.7859206,7.8862915
-7.0275054,-7.341935
7.418015,7.0023217
7.182882,7.2375984
6.233948,5.2728095
18.129007,8.293109
7.3655224,6.971082
7.0306187,9.801814
7.0454373,9.717524
7.670147,-7.000491
6.056223,6.5708575
12.839198,-1.2787157
3.9368737,-2.5135505
3.0751472,1.8501222
16.545748,9.762835
6.9413986,6.98359
4.281387,8.409928
-6.240961,13.2809925
8.848511,9.294074
12.184822,3.945297
14.825478,3.4088655
3.8690405,-16.4987
6.9190865,2.66464
7.2160044,5.1312165
6.967414,9.88193
6.631189,3.756484
11.566101,-19.40108
7.033619,9.625134
7.7906866,1.690389
8.042241,13.794851
2.908103,3.0457401
16.563559,-0.28538793
6.1081824,5.812317
7.2666874,6.7845736
11.279115,4.306472
12.509488,4.0255284
11.8812275,18.662941
6.8759294,17.996803
7.20055,6.87464
4.3023777,16.078575
6.623108,3.7544932
6.9625688,2.705387
-9.444957,3.6316695
17.00695,-3.3898454
6.986294,9.862519
6.747673,6.990221
-10.348166,4.011219
17.406725,9.570751
18.447449,8.153236
5.377734,1.3949391
7.096951,9.2548485
5.9818525,6.2973757
15.117054,2.0450995
6.2133665,5.053381
11.576144,-19.412388
6.4574156,1.5104675
-11.946538,-3.7892454
7.2315097,9.713209
7.454849,1.4714074
12.800491,-10.023279
6.9883356,9.862188
14.427891,3.6552253
6.1065254,5.824852
-11.946562,-3.7892458
7.0510654,18.807735
4.9489326,-9.600622
-7.004776,-7.3199134
6.145971,6.6140037
6.491482,-9.921036
7.4139113,7.06322
5.330588,1.3898839
7.4257603,7.0205684
6.9140368,18.759186
18.62316,8.159953
17.714981,9.788534
-7.699833,14.206591
-7.709869,14.189438
2.718255,-12.776383
3.95129,23.93977
7.5083585,2.7593648
-11.9465685,-3.789268
-2.9597814,-5.0006804
17.933567,8.01122
10.903743,-5.3700676
-1.6939858,15.432471
6.1264734,6.6125684
14.788112,3.4499304
12.087378,-19.81796
12.820822,4.124565
11.882728,12.045587
14.050215,-9.185952
-9.015286,2.9445217
-1.0925623,2.4932883
6.040619,6.3484306
5.023458,1.6295084
18.610651,8.310637
6.740753,4.480423
-7.7243443,14.016817
7.4388742,2.7818265
15.093044,1.9834732
-11.946559,-3.789263
4.3575253,2.4185112
6.3010488,6.72549
16.994358,-3.377323
14.586327,9.345179
17.351076,9.625547
3.0158892,17.361547
7.3806024,9.706792
12.796227,3.6139903
16.469036,-0.18507849
14.428273,3.7936318
6.6536565,3.7399771
12.313434,-19.30998
7.4311795,7.002817
7.470213,8.718978
6.759275,4.4775605
11.823895,12.099017
5.381527,1.3904532
9.000643,-16.616753
6.632896,3.7882783
7.18196,5.1551957
4.5781665,16.784393
18.768684,8.176069
15.181994,2.8056166
3.196061,1.0868318
6.1108756,5.771519
4.4824376,16.806305
24.051342,-2.447197
-6.9681334,14.04971
14.197762,-8.233402
7.7590446,1.5185633
3.1360116,17.39865
4.7820106,8.782457
4.368969,2.2310543
14.824156,3.4225113
5.3412614,1.3476565
11.739614,18.806265
4.2888374,8.381203
12.747124,12.447796
3.128479,17.399582
7.347846,7.062507
-9.403254,3.3041735
9.059106,8.879772
23.787699,-4.240988
-3.7363667,-5.877714
6.7847676,7.8925357
-8.951025,2.8783135
5.4573445,6.6956573
5.128221,1.5834916
8.879945,9.286628
11.596944,-19.441881
11.767688,-20.408648
6.8253217,6.989665
4.9395437,1.0932443
7.2421274,6.705603
12.27782,4.3209395
2.6501951,17.05111
-9.794659,8.58093
14.714543,2.0789554
6.4388714,4.637007
12.829832,12.088576
-9.70784,8.491955
6.2704163,6.6943784
6.928518,18.04638
7.703239,-7.020905
15.253025,2.4201038
14.990638,1.9710107
17.08601,9.909636
4.219064,8.496485
7.0830593,8.717895
17.35679,9.700695
12.267106,3.9436133
14.806059,3.378919
15.058165,2.0613258
5.9406724,6.529429
12.812929,12.457307
7.2835364,6.7760925
-10.036729,3.7864332
8.6887455,-15.849878
13.966661,3.977555
3.9513474,23.93974
-3.8874836,15.395062
14.572856,3.706456
7.9995484,-15.475055
15.211596,2.471941
6.811875,18.691702
5.552195,1.5002233
5.083586,1.638936
3.8098087,-16.512257
15.024734,2.00319
-8.940108,2.8557959
-7.630627,2.4925716
3.9522629,23.940573
7.4515963,7.057842
1.022396,8.024594
18.565704,11.359324
1.0304999,8.031737
1.024624,8.026477
1.030376,8.033531
12.20874,4.4207907
7.0130177,9.799162
8.683036,-15.849445
1.2925997,-10.390477
-2.7970715,-7.87684
-8.087411,0.76054984
-6.9869304,-7.3021483
3.5626638,17.134777
7.2811375,5.079266
4.3541846,2.2252452
23.793362,-4.2559905
-7.8594975,14.098044
6.0330954,6.240695
11.875115,12.052919
6.1093254,6.2616763
6.2135925,5.057041
12.808517,12.468911
-11.94656,-3.789258
11.9560375,-20.040798
6.031133,6.5923967
6.085688,5.7893286
3.8323698,-16.501858
6.2519994,4.990115
18.803177,-7.8374906
16.52921,-0.24904317
-7.024028,13.387426
6.475461,1.5065211
11.816466,12.103653
7.0459642,2.6972342
2.77678,1.6177708
6.6274934,-10.040605
5.2076745,1.2370844
12.845299,12.100971
6.0395484,6.256997
2.9910667,1.3667642
6.081997,6.650821
8.291853,2.0971172
6.640286,3.8148015
-10.202807,4.0020027
12.810392,12.462426
3.9593782,23.946295
-7.009561,-7.32455
7.1077757,7.0630956
8.0166235,13.780428
7.3266644,7.0722804
6.7856183,7.868777
14.826679,3.3996334
5.0982847,1.6097125
7.87163,1.5695267
2.8794034,17.228039
12.254123,3.966609
-6.9621773,-7.2797775
5.497213,1.8176243
12.8122635,-9.564314
7.0221314,18.824415
4.6084094,16.791828
7.5250444,1.467264
11.765034,18.781643
3.077047,2.9396255
18.69926,8.332933
11.826171,18.719193
12.824485,12.264333
12.318513,-9.531238
8.400092,2.3296814
-7.634401,2.4855604
4.202475,8.907954
24.058113,-2.4431386
8.873546,-15.991362
7.0040884,9.8187475
8.408193,2.2275796
-3.7242794,-5.916235
7.464678,1.4528862
7.4288225,7.008814
6.2228384,6.6833687
10.909132,5.1466193
4.2010074,8.873809
12.256292,-19.324194
12.150289,4.5513844
-11.9465475,-3.7892392
12.579262,-10.455969
18.777224,8.291402
15.207224,2.7468612
12.787093,12.004619
8.7637615,-16.477419
11.728391,-19.449053
12.013099,-9.9812155
11.813584,18.73455
11.57999,-19.426647
17.378242,9.597609
3.798685,-16.526005
6.046376,6.408251
9.413867,-6.8745894
6.111614,1.529156
6.5476794,-9.250082
3.2345445,1.0540208
12.43096,-10.546084
7.021727,9.709466
16.564976,-0.2891597
18.749989,8.189622
6.223405,5.031886
12.888112,12.12532
16.555632,9.783327
-1.7981668,15.520027
3.8119607,-16.509768
4.2647996,8.408092
18.531187,8.145852
17.933033,8.004495
6.056131,6.5954313
6.657456,3.7533867
5.5425487,1.8164667
6.348283,6.7773013
12.279602,-19.282633
6.0906997,5.7634244
5.9245553,-8.489127
12.848453,12.101337
12.509402,-14.436365
1.6183851,-9.099583
-1.089104,2.4898977
4.592599,16.775543
-10.433839,3.6121824
-3.2459521,-8.038929
16.515633,9.733398
12.345508,-10.59827
6.554707,-9.269441
18.809029,-7.8347764
-3.6223602,15.619676
3.1185606,17.375458
13.496429,-1.6679169
12.066198,-19.689188
18.578287,11.372966
12.0556,-10.024391
11.979876,4.078772
24.078287,-2.40737
23.790176,-4.272346
12.35023,-9.5392275
5.9686937,6.531554
6.111271,5.811531
18.724854,-7.8998365
26.61647,6.5312
4.67641,8.140317
4.830412,2.1044304
5.9363904,1.4988297
17.57088,9.550492
12.509263,-14.436471
15.960761,7.0765247
12.0745,-10.031507
7.390031,7.0636826
12.20731,-9.789652
12.858206,12.125681
6.6121273,3.752455
4.3589773,16.811594
4.55874,16.723436
-6.5675626,13.291082
2.7720232,16.996975
13.501083,-1.6759652
12.055715,-9.969087
18.495148,8.069023
-3.748998,-5.8931956
5.124962,1.597105
24.063322,-2.430261
3.270386,16.773159
11.872665,18.671227
-3.7371347,-5.881082
-10.425519,3.5760078
6.5226297,1.4572818
-1.0897994,2.4906244
17.93659,7.9969234
-3.2506773,-8.043187
6.9286747,2.6894841
7.520652,1.4630383
5.5202107,1.7645347
7.7287464,1.6059452
4.667647,8.142068
3.6382108,16.782152
23.783295,-4.2557173
2.5837338,17.070099
4.642202,8.156956
1.0406075,8.036635
1.0453881,8.045511
18.747843,-7.877276
1.0340825,8.034524
-2.8182142,-7.9195657
14.523089,3.7576618
6.1134744,6.281245
7.255069,9.518928
7.114328,9.259628
6.061336,6.6062098
6.120465,6.633416
7.456486,8.725511
6.110209,5.886887
7.285349,5.0833216
7.8345995,1.5233177
13.15627,-9.471606
16.453146,-0.16789936
11.901641,12.038475
10.377275,-2.8696818
-9.79365,8.579798
26.598282,6.523236
13.9001875,3.9808354
6.261062,5.2458
16.43654,-0.15177612
7.6753416,-6.9815154
-8.706801,2.49073
4.0622754,-2.3178864
4.6579165,8.149716
-6.9886193,14.04546
4.52696,16.727129
12.846127,-1.2868441
6.7239404,17.54874
7.6816497,8.947971
8.339349,2.1479874
18.392197,8.536332
5.235928,1.2657257
6.0918384,5.9339595
6.6843815,17.46555
6.5569396,1.4624906
-6.4142,13.142831
1.5089316,-9.468247
8.104532,13.778485
8.385743,2.1896703
-9.829037,8.615331
6.0965934,6.20548
16.977757,-3.3601856
7.415158,7.037727
1.027653,8.028719
24.063068,-2.4300542
11.872802,12.049634
15.092624,1.9670968
7.993943,-15.47322
18.589046,8.147591
14.480366,3.7210019
12.801334,-10.024197
16.131962,6.893819
4.060829,-2.3212693
6.008115,6.5912514
6.9523144,6.986894
2.945287,2.9932623
1.6295598,-9.049764
14.82097,3.3918777
6.2261844,5.04423
14.54035,3.5161386
3.0963886,1.7790856
12.879615,3.6451657
11.555161,-19.392403
17.336336,9.71945
18.587767,9.214188
6.243553,1.5599153
6.1337495,6.619017
7.4168696,8.666827
18.481749,8.08021
7.3869767,7.0013433
7.1782784,5.1957154
-2.8110156,-5.0431123
4.053871,-2.3298006
17.360472,9.599737
8.770649,-16.480177
-3.0404694,-5.018337
6.7936172,7.886978
-3.8104463,15.462277
12.795971,-10.068494
4.2045574,8.884648
6.958771,7.0119433
12.069979,-19.849052
24.068796,-2.4163272
5.074632,1.6572338
7.2587776,5.102248
6.7989974,7.886106
-8.405922,1.5307839
8.698174,-15.856037
12.086565,-9.857653
5.3725605,1.4000012
7.0734634,9.2151785
7.195045,5.1397386
11.8393755,12.118279
12.730285,4.0123096
15.0624485,1.9722992
8.391529,2.2651677
12.054996,-9.892231
-6.345386,13.140672
14.834144,3.3864312
7.3725758,7.0232897
8.68694,-15.843528
16.945753,-3.3270524
7.4177046,8.688858
7.553174,1.4615488
14.588788,3.731597
14.389702,9.682117
6.2006106,1.533602
7.2049108,7.035476
8.942006,9.177514
7.9908576,-15.475995
6.2245445,5.043492
15.219607,2.3720942
23.790813,-4.2799816
18.584064,9.037847
12.824636,-1.2776747
17.131,9.912658
11.579731,-19.414394
6.232928,6.712927
7.993861,-15.483294
2.9551437,17.333557
12.294031,-19.296747
-3.275508,-8.044001
6.647859,3.8138733
4.5608954,8.24315
4.755578,16.86712
24.069382,-2.4126709
1.5987226,-9.125849
-2.8318563,-7.405405
-2.8572814,-7.947744
15.25205,2.6550324
7.085922,2.8368309
-1.4413054,-5.314059
8.264713,2.1373947
3.1744683,1.1119661
26.630066,6.5685754
3.525868,16.743853
-2.7019548,-7.2859926
8.784583,-16.48594
7.0355725,9.304811
12.794841,-1.2420319
16.563604,-0.2916662
-9.800847,8.587133
-3.0082011,-4.9992905
6.2456055,5.2972775
16.633926,9.792034
4.235509,2.489725
15.208285,2.249804
-2.0977283,-6.934981
8.386664,2.3119173
12.726135,3.6809998
5.436874,6.609523
13.300395,-1.5458328
6.319555,6.7547445
15.200108,2.6906486
4.2730865,8.400921
6.249117,5.1960025
2.8480682,1.5557518
17.457554,9.645791
18.183064,8.418406
-1.7164052,15.453118
-9.794318,8.580576
26.629725,6.5682154
14.969139,-8.3951025
6.9955864,8.656892
7.028479,7.030606
1.028827,8.030921
17.971739,7.976743
14.435578,9.608233
8.261883,13.771851
18.576006,11.370818
4.0794907,-2.320816
26.627035,6.5685906
2.6718645,17.042238
5.3596973,1.5375408
6.4007516,4.6986165
12.807384,12.462652
-7.83968,14.100108
-10.4551325,3.6220794
4.4854455,8.308601
11.874157,18.669788
6.8901615,18.013458
11.824999,12.086426
12.875321,-1.3154327
18.817633,8.286497
18.434315,8.191394
11.5692425,-19.411404
8.774546,-16.4785
6.1036477,6.230351
6.205582,5.0517445
14.523262,3.712705
13.452916,-9.39899
-6.918223,-7.2371097
12.49545,-10.507535
-7.4939284,14.254314
6.541066,17.31613
-9.538298,3.3086715
26.618366,6.5467644
11.757323,18.787193
-8.045953,0.7154128
-10.40727,4.002183
6.9964747,12.965073
3.8124118,-16.511
17.352352,9.610968
12.264092,3.9290106
3.0220523,1.3039427
12.436666,4.0269203
6.872449,17.995214
3.056632,16.791162
17.509077,9.60978
6.9819555,9.862626
24.073292,-2.399027
-6.95796,14.035202
6.261471,4.975037
26.618488,6.5458155
7.0092697,8.682949
6.4068084,1.4648131
8.876923,-15.691287
12.868787,-1.3031496
8.445416,2.2417488
3.942832,23.932539
-1.41265,-5.332365
6.6313972,-10.067719
7.0390935,18.793964
6.629298,-10.03645
7.55992,2.7574985
26.604227,6.496168
7.915004,1.6173121
4.941666,1.0885729
-6.893321,-7.2157893
-8.354656,1.4269725
-9.702918,3.4008086
5.4500594,6.6979246
-8.940941,2.8562737
12.567965,3.9892976
6.624469,3.9098532
5.514779,1.4558426
-6.951686,-7.2694163
12.728921,3.663735
18.41422,8.509342
6.8994665,2.65275
18.768816,-7.853639
17.021399,-3.4040205
14.4390335,3.6006575
7.4667344,2.778141
-10.1776085,3.9843142
15.036743,1.9982665
16.404362,9.6809435
-2.66304,-7.958984
17.957092,7.9886413
23.792257,-4.293306
7.789015,1.7373034
12.867322,12.166117
8.791142,-16.473188
7.682998,-6.9914403
15.245606,2.5288134
5.025197,1.6589342
8.400106,2.308188
15.243376,2.6128564
7.833337,1.6125617
7.098213,2.000979
-3.0212712,-5.004403
2.608383,17.065712
26.598238,6.4873376
6.164066,5.5620246
-3.4965231,15.7150955
11.870771,-20.14624
3.9371405,23.9281
7.700578,-7.018452
-3.8370202,15.442221
8.424071,2.241641
15.240064,2.6113634
6.261424,5.2078285
6.6337895,3.7562428
-7.08307,14.109931
-2.1475956,-6.9495964
5.5284786,6.683059
14.3357725,3.7474885
3.1562247,1.2624305
-9.72292,8.507217
-8.051761,0.71973056
12.248226,-19.342592
-2.8554575,-7.9546103
7.6137447,1.5053893
4.052938,16.83374
6.878722,18.013819
-7.1760087,14.171127
24.07787,-2.3991067
17.416344,9.578708
7.00771,8.689095
4.729326,8.1197605
5.4428763,6.6993318
18.195976,8.380508
7.673692,-6.97343
6.622482,-10.055221
18.485518,8.08828
6.843324,6.9847417
-6.9486403,14.030278
12.812022,12.435062
6.778891,7.851133
12.800438,-10.079429
14.483163,3.7317207
3.9354095,23.92669
8.800475,-16.453146
12.94198,-1.3426361
3.5590394,16.765749
3.9356413,23.926981
11.7687235,4.264072
6.5287094,-9.239451
7.232138,5.110745
-7.321052,14.219767
7.072623,5.2843366
7.270422,5.096519
7.353962,9.71464
26.601067,6.4761944
6.2363935,5.1811705
7.055865,9.244292
24.082214,-2.3642316
7.0522475,5.325088
7.194689,5.168023
14.97379,3.1259816
8.648922,-15.786659
-2.661731,-7.958227
7.0489354,18.82236
7.7932863,2.681904
4.3312745,2.7852407
6.8642883,18.026041
7.3849053,7.048953
12.806704,12.466397
-3.2430673,-8.03575
8.018063,-15.460527
3.9277103,23.920685
23.792538,-4.2963495
6.5610604,-9.268226
26.582298,6.402345
17.610323,9.587723
4.587172,8.206433
5.4441023,6.625481
4.3983545,3.0676596
6.6078176,-10.0874405
-7.6015463,14.280318
-1.7248514,15.461402
26.578598,6.3562126
4.9926395,1.6346507
-8.387423,1.5141675
12.781348,-10.080034
4.5135107,16.796642
-6.606343,13.361095
-7.877518,14.064655
4.387107,3.0596514
6.828475,18.666576
5.5351005,1.4906491
15.243826,2.5726101
2.7405872,3.1266031
26.582512,6.3677564
14.604148,9.33548
3.9204786,23.915018
8.654371,-15.787559
-2.8110778,-7.872413
26.575703,6.368041
26.582912,6.3673577
7.0522914,8.741851
26.583954,6.3659267
-6.9139028,-7.23398
7.8315387,1.6276819
1.0766397,8.059297
26.576054,6.3600874
26.592491,6.3514843
26.584513,6.3645086
-7.633626,2.4937901
1.0801442,8.066418
13.532134,-1.6992054
12.476968,-10.541298
12.092404,-10.004612
14.428162,9.6124
26.585062,6.3647776
-8.074882,0.7503728
1.2806041,-10.40789
26.586542,6.3672757
8.281424,13.776913
18.565655,11.359027
1.2139874,8.093267
18.727283,8.964138
18.50393,11.28632
15.390526,7.8722706
4.044435,-2.3403862
3.8656373,-2.6078646
10.316986,-2.827199
6.998146,12.9662895
6.055415,-17.172983
-2.892249,-7.941877
6.5185256,-9.22652
8.022478,-15.463326
1.0066692,7.999384
26.584982,6.362583
-2.0776618,-6.918874
6.620004,-10.054442
26.593237,6.3557763
26.57841,6.3643746
2.4215157,2.236839
5.0464544,1.6755384
14.001188,-10.314841
7.0809946,6.184881
24.099447,-2.3259215
3.919848,23.914352
7.1194034,2.7656121
-2.691871,-7.27127
6.6679845,17.460411
23.793251,-4.3113914
18.516592,8.566984
27.311384,6.348435
12.171821,-9.816565
8.636522,-15.75452
12.846281,-9.708378
8.668289,-15.794621
3.921569,23.915567
14.38347,9.688752
18.766783,8.247937
7.282854,5.081619
-7.6229377,2.4981823
23.799814,-4.330207
-2.758582,-7.9290295
23.794662,-4.3189487
27.316847,6.3609324
6.505206,-9.206791
1.2907249,-10.395927
24.102026,-2.3049273
8.851766,9.286327
7.886782,1.56333
6.5039845,-9.213092
11.912093,12.040629
6.7588468,4.6084228
7.6852293,8.812647
-9.47553,3.3303523
6.2482696,5.1843777
13.099811,-1.4067521
12.870829,3.6121829
14.254019,-8.849537
5.303065,1.3231084
12.469762,4.5886893
14.593674,3.539663
-9.585115,3.7827678
-7.0090437,-7.324683
27.372862,6.3416276
7.0488386,2.8101234
27.383118,6.338166
-1.7387416,15.475081
4.408668,3.0643682
11.903262,-19.941648
7.0059376,18.308989
6.835322,18.66909
15.302908,-8.146688
12.316353,-10.560663
8.035533,-15.460763
16.470171,-0.18566015
23.794388,-4.3192616
3.0787127,1.6225244
27.386864,6.3387117
18.723772,8.970432
2.8145638,1.6044062
6.246298,4.989852
4.6611404,8.163602
1.3284088,9.864062
2.7900195,3.17061
6.74129,4.4717875
-6.364147,13.171538
5.5142837,6.6069026
8.305512,2.0935397
5.399877,1.4325244
7.3843327,6.9882565
-6.3191085,13.144153
4.3609867,2.693442
18.21942,8.321133
3.0376048,-16.887989
7.2530127,6.718283
-8.705776,2.484479
7.4279404,9.648663
3.0279691,1.2826301
10.773495,4.13196
9.711844,13.231909
3.2951736,16.757437
-10.29821,4.0099983
17.776701,9.555947
17.41711,9.580459
6.938914,2.6742964
27.415295,6.3308463
7.0390673,18.29641
3.9974546,-2.3990273
-9.520292,3.7191308
11.96149,-19.97898
6.9953136,18.245535
-8.094881,0.798296
11.347456,4.3204064
11.794836,-19.580524
7.671165,9.048155
13.436158,-9.397374
8.278802,2.06829
1.2896392,-10.388399
11.945044,-19.997913
1.6469632,-8.976308
11.586967,-19.426949
8.408724,2.2657855
7.4239006,9.655296
7.4054213,9.422191
16.445353,9.710886
4.396733,2.7467937
24.090569,-2.29427
27.441648,6.32096
-3.8587215,15.425117
6.6047316,-10.114909
14.597832,3.6656663
6.8985324,18.013504
7.886783,1.5852551
27.44551,6.320427
23.790028,-4.3202662
9.268778,8.322743
16.5231,9.75764
4.4349966,8.377371
-1.7474471,15.477022
-9.871896,3.1020708
12.808643,12.452718
3.1314924,1.8785267
7.065985,9.306379
1.6444508,-8.985508
12.079177,-10.025744
14.889551,3.2754745
8.866351,-16.419436
7.8683176,1.5814688
-1.7059488,15.44359
13.121462,4.0710716
12.841078,-1.2498568
5.107318,1.5993007
7.4060063,7.0164323
-10.381757,3.973719
17.435501,9.676057
3.7934992,-16.51812
7.0979896,5.2950077
4.527048,8.81191
4.3760133,2.349849
7.2485986,5.1145205
3.806177,16.973082
3.4895658,16.74134
5.4919777,1.4425478
1.6446762,-8.982864
15.232818,2.4076605
6.204084,6.6904593
-2.857861,-7.95845
15.2458515,2.6312296
7.6743484,-6.976147
-6.255628,13.274749
18.769543,-7.8521442
-10.130988,3.8815982
4.349707,16.071835
12.616645,3.997596
7.56207,2.7540414
7.6838512,9.040103
7.7919955,1.6410054
4.3855224,3.0539536
3.888219,23.888853
24.094086,-2.2551522
12.79068,-9.610455
-9.676641,8.460804
6.689,17.476587
12.085766,-9.851432
9.018777,-16.60317
12.299254,-19.294601
24.09119,-2.2629528
-3.2481651,-8.036942
18.198519,8.414443
14.256403,-8.848193
2.282599,-17.325228
12.30632,-19.30295
17.031122,-3.4135633
6.2414503,4.9992237
0.4290105,6.568812
15.366727,-8.084644
6.7433815,4.4988713
5.417071,6.709916
17.910654,7.9968724
7.680215,8.809866
-9.722065,8.506744
-7.687923,2.454701
7.671546,-6.9712634
-2.768203,-7.945758
-9.739912,8.52515
10.766902,4.127321
27.493713,6.3052793
3.0340316,17.378208
27.49434,6.305636
5.506072,1.8528656
7.0496664,9.758228
11.8751955,18.669044
7.1670103,5.1546845
7.67235,-6.9731383
